index,brand,description,price,colour,shop,product_id,type,price_pack
18840,United Colors of Benetton,Camiseta para Mujer,19.95,amarillo,amazon,20070,camiseta,19.95
21584,United Colors of Benetton,Camisa de Polo para Mujer,45.95,turquesa,amazon,20071,camisa,45.95
16135,United Colors of Benetton,Camiseta para Mujer,19.0,rojo,amazon,20072,camiseta,19.0
18510,United Colors of Benetton,Camiseta para Mujer,17.95,amarillo,amazon,20073,camiseta,17.95
19085,United Colors of Benetton,Camiseta para Mujer,19.95,amarillo,amazon,20074,camiseta,19.95
22721,United Colors of Benetton,Maglia M/L Camiseta de Tirantes para Mujer,19.95,azul,amazon,20075,camiseta,19.95
14833,United Colors of Benetton,Jersey DE Manga Larga para Mujer,55.1,beis,amazon,20076,chaqueta,55.1
20901,United Colors of Benetton,Camisa de Polo para Mujer,39.95,verde,amazon,20077,camisa,39.95
13436,United Colors of Benetton,Camiseta DE Ciclismo DE Manga Larga para Mujer,19.95,marron,amazon,20078,camiseta,19.95
16217,United Colors of Benetton,Camiseta para Mujer,16.1,rojo,amazon,20079,camiseta,16.1
16563,United Colors of Benetton,Camiseta DE Manga Larga para Mujer,25.95,rosa,amazon,20080,camiseta,25.95
21773,United Colors of Benetton,Camiseta para Mujer,32.8,turquesa,amazon,20081,camiseta,32.8
18897,United Colors of Benetton,Camisa para Mujer,29.95,amarillo,amazon,20082,camisa,29.95
13899,United Colors of Benetton,Blusa para Mujer,46.39,marron,amazon,20083,camisa,46.39
13885,United Colors of Benetton,Blusa para Mujer,53.04,marron,amazon,20084,camisa,53.04
17800,United Colors of Benetton,Camiseta para Mujer,25.95,naranja,amazon,20085,camiseta,25.95
11524,United Colors of Benetton,Camiseta para Mujer,22.95,gris,amazon,20086,camiseta,22.95
18905,United Colors of Benetton,Camisa de Polo para Mujer,23.91,amarillo,amazon,20087,camisa,23.91
15633,United Colors of Benetton,Camiseta para Mujer,22.95,rojo,amazon,20088,camiseta,22.95
16797,United Colors of Benetton,Jersey DE Manga Larga con Bufanda EN V para Mujer,39.95,rosa,amazon,20089,chaqueta,39.95
15778,United Colors of Benetton,United Colors of Benetton - Camiseta para Mujer,19.95,rojo,amazon,20090,camiseta,19.95
17250,United Colors of Benetton,Camiseta para Mujer,25.95,rosa,amazon,20091,camiseta,25.95
23972,United Colors of Benetton,Camisa para Mujer,59.95,morado,amazon,20092,camisa,59.95
23903,United Colors of Benetton,Camiseta para Mujer,25.95,morado,amazon,20093,camiseta,25.95
15234,United Colors of Benetton,SUÉTER DE Manga Larga con Cuello Redondo para Mujer,55.44,beis,amazon,20094,chaqueta,55.44
17385,United Colors of Benetton,Camiseta para Mujer,22.95,naranja,amazon,20095,camiseta,22.95
11925,United Colors of Benetton,Camiseta para Mujer,17.95,gris,amazon,20096,camiseta,17.95
23916,United Colors of Benetton,Camiseta para Mujer,17.95,morado,amazon,20097,camiseta,17.95
12258,United Colors of Benetton,Camiseta para Mujer,15.95,gris,amazon,20098,camiseta,15.95
17473,United Colors of Benetton,Camisa para Mujer,49.95,naranja,amazon,20099,camisa,49.95
21292,United Colors of Benetton,Camiseta para Mujer,29.32,turquesa,amazon,20100,camiseta,29.32
14952,United Colors of Benetton,Camiseta para Mujer,23.12,beis,amazon,20101,camiseta,23.12
17584,United Colors of Benetton,Camiseta para Mujer,17.95,naranja,amazon,20102,camiseta,17.95
15022,United Colors of Benetton,Camiseta para Mujer,12.07,beis,amazon,20103,camiseta,12.07
23955,United Colors of Benetton,Camiseta para Mujer,19.95,morado,amazon,20104,camiseta,19.95
15077,United Colors of Benetton,Jersey DE Manga Larga SC Boat para Mujer,39.95,beis,amazon,20105,chaqueta,39.95
11770,United Colors of Benetton,Camisa para Mujer,49.95,gris,amazon,20106,camisa,49.95
17687,United Colors of Benetton,Camisa para Mujer,29.95,naranja,amazon,20107,camisa,29.95
17534,United Colors of Benetton,Camiseta para Mujer,17.95,naranja,amazon,20108,camiseta,17.95
23691,United Colors of Benetton,Camiseta para Mujer,17.95,morado,amazon,20109,camiseta,17.95
23876,United Colors of Benetton,Camiseta De Manga Larga para Mujer,18.62,morado,amazon,20110,camiseta,18.62
13107,United Colors of Benetton,Suéter para Mujer,47.49,blanco,amazon,20111,chaqueta,47.49
22936,United Colors of Benetton,Suéter para Mujer,38.45,azul,amazon,20112,chaqueta,38.45
15100,United Colors of Benetton,Camiseta para Mujer,19.95,beis,amazon,20113,camiseta,19.95
21210,United Colors of Benetton,Suéter para Mujer,39.14,turquesa,amazon,20114,chaqueta,39.14
17699,United Colors of Benetton,Blusa para Mujer,68.28,naranja,amazon,20115,camisa,68.28
11672,United Colors of Benetton,T-Shirt M/L Camiseta de Tirantes para Mujer,26.61,gris,amazon,20116,camiseta,26.61
17598,United Colors of Benetton,United Colors of Benetton Women's T-Shirt,19.95,naranja,amazon,20117,camiseta,19.95
12016,United Colors of Benetton,United Colors of Benetton Women's T-Shirt,19.95,gris,amazon,20118,camiseta,19.95
12899,United Colors of Benetton,Camiseta para Mujer,22.95,blanco,amazon,20119,camiseta,22.95
17097,United Colors of Benetton,Camiseta para Mujer,17.95,rosa,amazon,20120,camiseta,17.95
17016,United Colors of Benetton,Camiseta para Mujer,17.95,rosa,amazon,20121,camiseta,17.95
17713,United Colors of Benetton,Jersey Coreano DE Manga Larga para Mujer,49.95,naranja,amazon,20122,chaqueta,49.95
11983,United Colors of Benetton,Camiseta para Mujer,17.95,gris,amazon,20123,camiseta,17.95
21424,United Colors of Benetton,Camiseta para Mujer,17.93,turquesa,amazon,20124,camiseta,17.93
21501,United Colors of Benetton,Camisa de Polo para Mujer,39.95,turquesa,amazon,20125,camisa,39.95
21463,United Colors of Benetton,Camiseta para Mujer,19.95,turquesa,amazon,20126,camiseta,19.95
21361,United Colors of Benetton,Camisa para Mujer,23.56,turquesa,amazon,20127,camisa,23.56
23125,United Colors of Benetton,Camisa para Mujer,49.95,azul,amazon,20128,camisa,49.95
24165,United Colors of Benetton,Blusa para Mujer,49.95,morado,amazon,20129,camisa,49.95
12921,United Colors of Benetton,Camiseta DE Manga Larga para Mujer,22.07,blanco,amazon,20130,camiseta,22.07
12153,United Colors of Benetton,Camiseta para Mujer,49.95,gris,amazon,20131,camiseta,49.95
24073,United Colors of Benetton,Camiseta para Mujer,14.28,morado,amazon,20132,camiseta,14.28
19178,United Colors of Benetton,Camisa de Polo para Mujer,39.37,amarillo,amazon,20133,camisa,39.37
17369,United Colors of Benetton,Camiseta DE Manga Larga para Mujer,25.95,naranja,amazon,20134,camiseta,25.95
11666,United Colors of Benetton,Camiseta para Mujer,22.95,gris,amazon,20135,camiseta,22.95
23854,United Colors of Benetton,Camisa para Mujer,35.95,morado,amazon,20136,camisa,35.95
21462,United Colors of Benetton,Camiseta para Mujer,12.92,turquesa,amazon,20137,camiseta,12.92
12056,United Labels,"Pink Panther - Camiseta de manga corta para mujer, cuello redondo, color gris",18.95,gris,amazon,20138,camiseta,18.95
21273,Universal Textiles,Polo Entallado de Manga Corta para Mujer,12.95,turquesa,amazon,20139,camiseta,12.95
17507,Universal Textiles,Polo Entallado de Manga Corta para Mujer,12.95,naranja,amazon,20140,camiseta,12.95
11868,Universal Textiles,Polo Entallado de Manga Corta para Mujer,12.95,gris,amazon,20141,camiseta,12.95
20894,Universal Textiles,Polo Entallado de Manga Corta para Mujer,12.95,verde,amazon,20142,camiseta,12.95
16004,Universal Textiles,Polo Entallado de Manga Corta para Mujer,12.95,rojo,amazon,20143,camiseta,12.95
18489,Universal Textiles,Polo Entallado de Manga Corta para Mujer,12.95,amarillo,amazon,20144,camiseta,12.95
16913,Universal Textiles,Polo Entallado de Manga Corta para Mujer,12.95,rosa,amazon,20145,camiseta,12.95
11843,Universal Textiles,Polo Entallado de Manga Corta para Mujer,12.95,gris,amazon,20146,camiseta,12.95
21242,UnoSheng,"Top de mujer con estampado degradado a la moda, informal, cuello redondo, manga larga, tallas grandes para mujer",10.07,turquesa,amazon,20147,top,10.07
24691,UnoSheng,"Top de manga larga para mujer, estilo informal, con estampado de lentejuelas y copa de vino tinto, camiseta ajustada",8.99,dorado,amazon,20148,top,8.99
10876,UnsichtBra,Camisetas Mujer | Camisetas Tirantes Mujer | Pack de 3 Tops,32.99,negro,amazon,20149,top,10.996666666666668
14370,UnsichtBra,Camisetas Mujer | Camisetas Tirantes Mujer | Pack de 3 Tops,32.99,beis,amazon,20150,top,10.996666666666668
14904,Up2Fantasy,Body Mujer Sexy Cuello Cuadrado Bodies Mujer Sin Mangas Básico Elegante Bodysuit Jumpsuit Tank Tops,18.99,beis,amazon,20151,top,18.99
17698,Up2Fantasy,Body Mujer Sexy Cuello Cuadrado Bodies Mujer Sin Mangas Básico Elegante Bodysuit Jumpsuit Tank Tops,18.99,naranja,amazon,20152,top,18.99
19013,Urban Backwoods,Pineapple Slut Camiseta de Mujer Women T-Shirt,20.99,amarillo,amazon,20153,camiseta,20.99
7531,Urban Bliss,Vestido vaquero con estampado de margaritas y lazada en la cintura de Urban Bliss Plus,25.0,multicolor,asos,20154,vestido,25.0
7747,Urban Bliss,Vestido corto azul con diseño fruncido y mangas abullonadas de Urban Bliss,22.0,azul,asos,20155,vestido,22.0
3156,Urban Bliss,Camiseta negra con lateral fruncido de Urban Bliss,4.0,negro,asos,20156,camiseta,4.0
7646,Urban Bliss,Vestido vaquero con estampado de margaritas y lazada en la cintura de Urban Bliss,14.0,azul,asos,20157,vestido,14.0
6792,Urban Bliss,Vestido midi verde con cuello tipo polo de punto de Urban Bliss,23.5,verde,asos,20158,vestido,23.5
7748,Urban Bliss,Vestido corto azul con diseño fruncido y mangas abullonadas de Urban Bliss Plus,13.5,azul,asos,20159,vestido,13.5
2897,Urban Bliss,Top azul transparente con escote bardot de Urban Bliss,13.0,azul,asos,20160,top,13.0
1765,Urban Bliss,Camiseta sin mangas con estampado de cebra de Urban Bliss Plus,31.0,verde,asos,20161,camiseta,31.0
9899,Urban Bliss Maternity,Vestido negro de tirantes de punto de canalé de Urban Bliss Maternity (parte de un conjunto),19.25,negro,asos,20162,vestido,19.25
12637,Urban Classics,Ladies Bandeau Camiseta de Deporte para Mujer,12.99,blanco,amazon,20163,camiseta,12.99
11305,Urban Classics,Oberteil Ladies Cropped Top Camiseta para Mujer,16.9,negro,amazon,20164,top,16.9
23715,Urban Classics,Camiseta de Manga Larga para Mujer,19.9,morado,amazon,20165,camiseta,19.9
13643,Urban Classics,Ladies Organic Cropped Turtelneck Longsleeve Camiseta para Mujer,19.9,marron,amazon,20166,camiseta,19.9
13650,Urban Classics,Overshirt de Gran Tamaño para Mujer Camisa,15.75,marron,amazon,20167,camisa,15.75
17512,Urban Classics,Camiseta para Mujer Basic Box tee,9.9,naranja,amazon,20168,camiseta,9.9
9288,Urban Classics,Vestido midi blanco de tirantes y corte amplio de Urban Classics,19.5,blanco,asos,20169,vestido,19.5
16068,Urban Classics,"Camiseta de manga corta para mujer, 100% algodón orgánico, camiseta corta de estilo oversize, casual, tallas XS a 5XL",19.9,rojo,amazon,20170,camiseta,19.9
15417,Urban Classics,Ladies Short Velvet tee Camiseta para Mujer,14.9,rojo,amazon,20171,camiseta,14.9
10514,Urban Classics,"Camiseta Mujer De Mangas Cortas, Camiseta Raglan, Cuello De Corte Ancho",12.9,negro,amazon,20172,camiseta,12.9
10498,Urban Classics,Ladies Short Velvet tee Camiseta para Mujer,14.9,negro,amazon,20173,camiseta,14.9
22962,Urban Classics,T-Shirt Ladies Basic Shaped tee Camiseta para Mujer,15.97,azul,amazon,20174,camiseta,15.97
17270,Urban Classics,Ladies Extended Shoulder tee Camiseta para Mujer,14.99,naranja,amazon,20175,camiseta,14.99
23290,Urban Classics,Ladies Short Velvet tee Camiseta para Mujer,14.9,morado,amazon,20176,camiseta,14.9
14110,Urban Classics,Overshirt Sherpa para Mujer Camisa,79.9,marron,amazon,20177,camisa,79.9
10812,Urban Classics,"Camiseta de manga corta para mujer con inserciones de encaje con motivo floral, elegante camiseta de algodón, color blanco/negro, tallas XS - XL",14.9,negro,amazon,20178,camiseta,14.9
22118,Urban Classics,Ladies Extended Shoulder tee Camiseta para Mujer,11.9,azul,amazon,20179,camiseta,11.9
20891,Urban Classics,Ladies Cropped Turtleneck tee Camiseta para Mujer,4.9,verde,amazon,20180,camiseta,4.9
12649,Urban Classics,Camiseta de Manga Larga para Mujer con Contraste Raglán,14.9,blanco,amazon,20181,camiseta,14.9
20267,Urban Classics,"Maglietta donna asimmetrica a manica lunga con vestibilità classica, diversi colori neutri, taglie forti disponibili, taglie XS - 5XL",14.9,verde,amazon,20182,camiseta,14.9
16053,Urban Classics,Camiseta para Mujer Basic Box tee,21.75,rojo,amazon,20183,camiseta,21.75
11312,Urban Classics,Ladies Extended Shoulder tee Camiseta para Mujer,16.99,gris,amazon,20184,camiseta,16.99
16280,Urban Classics,Ladies Extended Shoulder tee Camiseta para Mujer,9.9,rosa,amazon,20185,camiseta,9.9
14513,Urban Classics,Ladies Off Shoulder Rib Longsleeve Camiseta para Mujer,19.9,beis,amazon,20186,camiseta,19.9
20949,Urban Classics,Camiseta para Mujer Basic Box tee,9.9,verde,amazon,20187,camiseta,9.9
12787,Urban Classics,Té de Novio de Mujer de Gran Tamaño Camiseta,14.9,blanco,amazon,20188,camiseta,14.9
12096,Urban Classics,Ladies Long Back Shaped Spray Dye tee Camiseta para Mujer,17.9,gris,amazon,20189,camiseta,17.9
21027,Urban Classics,Ladies Yarn Dyed Baby Stripe tee Camiseta para Mujer,15.58,verde,amazon,20190,camiseta,15.58
15085,Urban Classics,Camiseta Asimétrica para Mujer,10.99,beis,amazon,20191,camiseta,10.99
13746,Urban Classics,Ladies Flanell Padded Overshirt Camisa para Mujer,69.9,marron,amazon,20192,camisa,69.9
11422,Urban Classics,"Camiseta Moderna de Mujer Raglan de Mangas a Tres Cuartos, Algodón, Cuello de Corte Ancho, En Distintos Colores y Tallas XS - 5XL",12.9,gris,amazon,20193,camiseta,12.9
20961,Urban Classics,"Camiseta de manga corta para mujer, 100% algodón orgánico, camiseta corta de estilo oversize, casual, tallas XS a 5XL",19.91,verde,amazon,20194,camiseta,19.91
17153,Urban Classics,Ladies Flanell Padded Overshirt Camisa para Mujer,69.9,rosa,amazon,20195,camisa,69.9
16260,Urban Classics,Camiseta de Manga Larga para Mujer,22.9,rojo,amazon,20196,camiseta,22.9
10512,Urban Classics,"Camiseta sin Mangas de Algodón para Mujer, Tops Casual para Yoga y Fitness, Top Básico en Distintos Colores y Tallas: XS-XL",14.99,negro,amazon,20197,top,14.99
20964,Urban Classics,Ladies Organic Cropped Turtelneck Longsleeve Camiseta para Mujer,19.9,verde,amazon,20198,camiseta,19.9
21228,Urban Classics,Ladies Cropped Asymmetric Top Camiseta Deportiva de Tirantes para Mujer,11.9,turquesa,amazon,20199,top,11.9
11424,Urban Classics,"Camiseta Mujer De Mangas Cortas, Camiseta Raglan, Cuello De Corte Ancho",14.99,gris,amazon,20200,camiseta,14.99
10513,Urban Classics,"Camiseta Moderna de Mujer Raglan de Mangas a Tres Cuartos, Algodón, Cuello de Corte Ancho, En Distintos Colores y Tallas XS - 5XL",12.9,negro,amazon,20201,camiseta,12.9
1779,Urban Classics,Camiseta lila de manga corta con hombro extendido de Urban Classics,13.5,morado,asos,20202,camiseta,13.5
10632,Urban Classics,"Top sujetador sin tirantes para mujer, elástico, negro, sin costuras, disponible en diferentes tallas",10.52,negro,amazon,20203,lenceria,10.52
13837,Urban Classics,Ladies Organic Longsleeve Body Camiseta para Mujer,24.9,marron,amazon,20204,camiseta,24.9
17086,Urban Classics,Ladies Loose Tanktop Camiseta de Deporte para Mujer,10.07,rosa,amazon,20205,top,10.07
11975,Urban Classics,Ladies Loose Tanktop Camiseta de Deporte para Mujer,4.33,gris,amazon,20206,top,4.33
14638,Urban Classics,"Camiseta Para Mujer sin Mangas De Viscosa, Camiseta De Verano Para Mujer Y Tallas XS - 5XL",23.94,beis,amazon,20207,camiseta,23.94
16396,Urban Classics,"Camiseta Mujer De Mangas Cortas, Camiseta Raglan, Cuello De Corte Ancho",14.9,rosa,amazon,20208,camiseta,14.9
15242,Urban Classics,Ladies Extended Shoulder tee Camiseta para Mujer,10.39,rojo,amazon,20209,camiseta,10.39
20512,Urban Classics,Camisa Corta de Rayas de Gran Tamaño para Mujer,33.28,verde,amazon,20210,camisa,33.28
16225,Urban Classics,Ladies Flanell Padded Overshirt Camisa para Mujer,59.9,rojo,amazon,20211,camisa,59.9
10381,Urban Classics,Ladies Contrast Raglan-Manga Larga Camiseta para Mujer,14.9,negro,amazon,20212,camiseta,14.9
20919,Urban Classics,Camiseta para Mujer Basic Box tee,9.9,verde,amazon,20213,camiseta,9.9
10444,Urban Classics,"Camiseta básica mujer de manga corta, cuello redondo, de algodón hombros caídos, con doblez en las mangas, distintos colores y tallas",20.9,negro,amazon,20214,camiseta,20.9
20315,Urban Classics,"Camiseta Moderna de Mujer Raglan de Mangas a Tres Cuartos, Algodón, Cuello de Corte Ancho, En Distintos Colores y Tallas XS - 5XL",12.9,verde,amazon,20215,camiseta,12.9
20316,Urban Classics,"Camiseta Mujer De Mangas Cortas, Camiseta Raglan, Cuello De Corte Ancho",12.9,verde,amazon,20216,camiseta,12.9
18452,Urban Classics,Ladies Loose Burnout Tank Camiseta sin Mangas para Mujer,11.77,amarillo,amazon,20217,camiseta,11.77
10734,Urban Classics,Camiseta de Manga Larga para Mujer con Contraste Raglán,17.9,negro,amazon,20218,camiseta,17.9
18994,Urban Classics,Ladies Triangle Top Camiseta Deportiva de Tirantes para Mujer,9.9,amarillo,amazon,20219,top,9.9
21655,Urban Classics,Camiseta de Manga Larga para Mujer Color Melange,24.9,turquesa,amazon,20220,camiseta,24.9
23222,Urban Classics,Ladies Cut-out Turtleneck Longsleeve Camiseta para Mujer,24.9,morado,amazon,20221,camiseta,24.9
1836,Urban Classics,Camiseta corta blanca de manga larga con cuello ancho de Urban Classics,17.5,beis,asos,20222,camiseta,17.5
10294,Urban Classics,Ladies Extended Shoulder tee Camiseta para Mujer,11.9,negro,amazon,20223,camiseta,11.9
23757,Urban Classics,Ladies Short Velvet Tube Top Camiseta para Mujer,17.9,morado,amazon,20224,top,17.9
14029,Urban Classics,Camiseta Asimétrica para Mujer,9.9,marron,amazon,20225,camiseta,9.9
11512,Urban Classics,Camiseta de Manga Larga para Mujer con Contraste Raglán,17.9,gris,amazon,20226,camiseta,17.9
12722,Urban Classics,"Camiseta de manga corta para mujer con inserciones de encaje con motivo floral, elegante camiseta de algodón, color blanco/negro, tallas XS - XL",14.9,blanco,amazon,20227,camiseta,14.9
14547,Urban Classics,Manga Larga con Cuello Alto Acanalado para Mujer Camiseta,19.9,beis,amazon,20228,camiseta,19.9
12726,Urban Classics,Ladies Rib Knit Longsleeve Body Camiseta para Mujer,16.05,blanco,amazon,20229,camiseta,16.05
15211,Urban Classics,Ladies Organic Cropped Longsleeve Camiseta para Mujer,19.9,beis,amazon,20230,camiseta,19.9
17180,Urban Classics,Camiseta de Manga Larga para Mujer,24.99,rosa,amazon,20231,camiseta,24.99
14554,Urban Classics,Ladies Oversized Boyfriend tee Camiseta para Mujer,14.9,beis,amazon,20232,camiseta,14.9
12759,Urban Classics,Camiseta de Manga Corta para Mujer,14.9,blanco,amazon,20233,camiseta,14.9
13701,Urban Classics,Ladies Crossed Cut out Longsleeve Camiseta para Mujer,24.9,marron,amazon,20234,camiseta,24.9
23760,Urban Classics,Ladies Long Back Shaped Spray Dye tee Camiseta para Mujer,17.9,morado,amazon,20235,camiseta,17.9
15548,Urban Classics,Camiseta de Manga Corta para Mujer,14.9,rojo,amazon,20236,camiseta,14.9
11081,Urban Classics,Ladies Asymmetric Top Camiseta Deportiva de Tirantes para Mujer,12.9,negro,amazon,20237,top,12.9
11241,Urban Classics,Oberteil Ladies Cropped Top Camiseta para Mujer,16.9,negro,amazon,20238,top,16.9
15294,Urban Classics,Ladies Contrast Raglan-Manga Larga Camiseta para Mujer,16.98,rojo,amazon,20239,camiseta,16.98
23609,Urban Classics,"Camiseta de manga corta para mujer, 100% algodón orgánico, camiseta corta de estilo oversize, casual, tallas XS a 5XL",17.9,morado,amazon,20240,camiseta,17.9
10559,Urban Classics,Ladies Jersey Tanktop Camiseta para Mujer,14.99,negro,amazon,20241,chaqueta,14.99
23356,Urban Classics,Camiseta de Manga Corta para Mujer,14.9,morado,amazon,20242,camiseta,14.9
10815,Urban Classics,Camiseta de Manga Corta para Mujer,14.9,negro,amazon,20243,camiseta,14.9
11746,Urban Classics,Oberteil Ladies Wide Neck Top Camiseta para Mujer,12.9,gris,amazon,20244,top,12.9
18178,Urban Classics,Ladies Pigment Dye Cut Open tee Camiseta para Mujer,14.9,naranja,amazon,20245,camiseta,14.9
10939,Urban Classics,Camiseta de Satén de Viscosa para Mujer Camisa,36.48,negro,amazon,20246,camisa,36.48
22906,Urban Classics,Ladies Oversized Boyfriend tee Camiseta para Mujer,14.9,azul,amazon,20247,camiseta,14.9
13367,Urban Classics,"Camisa de mujer de manga larga, 100% algodón, camisa cuadriculada casual, ajuste regular, tallas: XS-5XL",34.99,marron,amazon,20248,camisa,34.99
16829,Urban Classics,Ladies Oversized Shaped Modal Terry Hoody Sudadera con Capucha para Mujer,49.9,rosa,amazon,20249,chaqueta,49.9
16832,Urban Classics,Ladies Oversized Shaped Modal Terry Hoody Sudadera con Capucha para Mujer,49.9,rosa,amazon,20250,chaqueta,49.9
12551,Urban Classics,"Top sujetador sin tirantes para mujer, elástico, negro, sin costuras, disponible en diferentes tallas",7.9,blanco,amazon,20251,lenceria,7.9
15811,Urban Classics,T-Shirt Ladies Basic Shaped tee Camiseta para Mujer,14.9,rojo,amazon,20252,camiseta,14.9
6247,Urban Classics,Vestido corto blanco estilo babydoll de algodón de Urban Classics,14.0,blanco,asos,20253,vestido,14.0
10404,Urban Classics,Ladies Cut-out Turtleneck Longsleeve Camiseta para Mujer,24.99,negro,amazon,20254,camiseta,24.99
14294,Urban Classics,"Maglietta donna asimmetrica a manica lunga con vestibilità classica, diversi colori neutri, taglie forti disponibili, taglie XS - 5XL",14.9,beis,amazon,20255,camiseta,14.9
12368,Urban Classics,Ladies Cut-out Turtleneck Longsleeve Camiseta para Mujer,24.99,blanco,amazon,20256,camiseta,24.99
18239,Urban Classics,Ladies Extended Shoulder tee Camiseta para Mujer,14.99,amarillo,amazon,20257,camiseta,14.99
11012,Urban Classics,Ladies Short Velvet tee Camiseta para Mujer,14.9,negro,amazon,20258,camiseta,14.9
12461,Urban Classics,"Camiseta Moderna de Mujer Raglan de Mangas a Tres Cuartos, Algodón, Cuello de Corte Ancho, En Distintos Colores y Tallas XS - 5XL",9.9,blanco,amazon,20259,camiseta,9.9
10423,Urban Classics,"Maglietta donna asimmetrica a manica lunga con vestibilità classica, diversi colori neutri, taglie forti disponibili, taglie XS - 5XL",14.94,negro,amazon,20260,camiseta,14.94
14824,Urban Classics,Ladies Organic Longsleeve Body Camiseta para Mujer,24.9,beis,amazon,20261,camiseta,24.9
11586,Urban Classics,Camiseta de Satén de Viscosa para Mujer Camisa,36.11,gris,amazon,20262,camisa,36.11
12349,Urban Classics,Ladies Contrast Raglan-Manga Larga Camiseta para Mujer,14.9,blanco,amazon,20263,camiseta,14.9
12491,Urban Classics,Ladies Jersey Tanktop Camiseta para Mujer,8.9,blanco,amazon,20264,chaqueta,8.9
12455,Urban Classics,"Camiseta Mujer De Mangas Cortas, Camiseta Raglan, Cuello De Corte Ancho",12.9,blanco,amazon,20265,camiseta,12.9
12449,Urban Classics,"Camiseta sin Mangas de Algodón para Mujer, Tops Casual para Yoga y Fitness, Top Básico en Distintos Colores y Tallas: XS-XL",8.9,blanco,amazon,20266,top,8.9
10427,Urban Classics,"Maglietta donna asimmetrica a manica lunga con vestibilità classica, diversi colori neutri, taglie forti disponibili, taglie XS - 5XL",16.0,negro,amazon,20267,camiseta,16.0
13325,Urban Classics,"Maglietta donna asimmetrica a manica lunga con vestibilità classica, diversi colori neutri, taglie forti disponibili, taglie XS - 5XL",14.9,marron,amazon,20268,camiseta,14.9
18428,Urban Classics,Oberteil Ladies Wide Neck Top Camiseta para Mujer,12.9,amarillo,amazon,20269,top,12.9
12401,Urban Classics,"Camiseta básica mujer de manga corta, cuello redondo, de algodón hombros caídos, con doblez en las mangas, distintos colores y tallas",20.9,blanco,amazon,20270,camiseta,20.9
14315,Urban Classics,"Camiseta Mujer De Mangas Cortas, Camiseta Raglan, Cuello De Corte Ancho",16.99,beis,amazon,20271,camiseta,16.99
6258,Urban Classics,Vestido negro estilo jersey extragrande con diseño universitario de Urban Classics,35.0,negro,asos,20272,vestido,35.0
13540,Urban Classics,T-Shirt Ladies Basic Shaped tee Camiseta para Mujer,11.9,marron,amazon,20273,camiseta,11.9
21294,Urban Classics,Ladies Loose Tanktop Camiseta de Deporte para Mujer,10.07,turquesa,amazon,20274,top,10.07
14382,Urban Classics,Camiseta de Satén de Viscosa para Mujer Camisa,34.9,beis,amazon,20275,camisa,34.9
10906,Urban Classics,Té de Novio de Mujer de Gran Tamaño Camiseta,14.9,negro,amazon,20276,camiseta,14.9
15323,Urban Classics,"Camiseta básica mujer de manga corta, cuello redondo, de algodón hombros caídos, con doblez en las mangas, distintos colores y tallas",19.26,rojo,amazon,20277,camiseta,19.26
20823,Urban Classics,Ladies Camo Back Shaped tee Camiseta para Mujer,18.72,verde,amazon,20278,camiseta,18.72
13545,Urban Classics,Ladies Cropped Asymmetric Top Camiseta Deportiva de Tirantes para Mujer,11.9,marron,amazon,20279,top,11.9
20820,Urban Classics,Ladies Loose Burnout Tank Camiseta sin Mangas para Mujer,7.9,verde,amazon,20280,camiseta,7.9
21168,Urban Classics,Ladies Bandeau Camiseta de Deporte para Mujer,2.9,turquesa,amazon,20281,camiseta,2.9
15407,Urban Classics,"Camisa de mujer de manga larga, 100% algodón, camisa cuadriculada casual, ajuste regular, tallas: XS-5XL",34.9,rojo,amazon,20282,camisa,34.9
11299,Urban Classics,Top Corpiño Corto para Mujer Camisa Cami,19.9,negro,amazon,20283,camisa,19.9
11274,Urban GoCo,Mujer Casual Blusa Manga Larga Draped Camisa Camiseta con Cuello Redondo Básico Tops,23.98,negro,amazon,20284,camisa,23.98
10640,Urban GoCo,Mujer Casual Blusa Manga Larga Draped Camisa Camiseta con Cuello Redondo Básico Tops,23.98,negro,amazon,20285,camisa,23.98
11077,Urban GoCo,Mujer Casual Blusa Manga Larga Draped Camisa Camiseta con Cuello Redondo Básico Tops,23.98,negro,amazon,20286,camisa,23.98
10342,Urban GoCo,Mujer Casual Blusa Manga Larga Draped Camisa Camiseta con Cuello Redondo Básico Tops,23.98,negro,amazon,20287,camisa,23.98
11127,Urban GoCo,Mujer Casual Blusa Manga Larga Draped Camisa Camiseta con Cuello Redondo Básico Tops,23.98,negro,amazon,20288,camisa,23.98
15363,Urban GoCo,Blusa de Gasa con Escote en V Mangas Largas y el Dobladillo en el Hombro para Mujeres,23.98,rojo,amazon,20289,camisa,23.98
13346,Urban GoCo,Blusa de Gasa con Escote en V Mangas Largas y el Dobladillo en el Hombro para Mujeres,23.98,marron,amazon,20290,camisa,23.98
10487,Urban GoCo,Mujer Casual Blusa Manga Larga Draped Camisa Camiseta con Cuello Redondo Básico Tops,23.98,negro,amazon,20291,camisa,23.98
12715,Urban GoCo,Mujer Casual Blusa Manga Larga Draped Camisa Camiseta con Cuello Redondo Básico Tops,23.98,blanco,amazon,20292,camisa,23.98
11414,Urban GoCo,Blusa de Gasa con Escote en V Mangas Largas y el Dobladillo en el Hombro para Mujeres,23.98,gris,amazon,20293,camisa,23.98
11827,Urban GoCo,Mujer Casual Blusa Manga Larga Draped Camisa Camiseta con Cuello Redondo Básico Tops,23.98,gris,amazon,20294,camisa,23.98
